reviewID,employerID,userID,gender,birthYear,highestEducation,metroID,metroName,stateID,stateName,countryID,jobTitleID,JobTitle,GOC,GOCconfidence,MGOC,MGOCconfidence,reviewDateTime,isCurrentJobFlag,jobEndingYear,OverallRating,CareerOpps,CompensationBenefits,SeniorLeadership,Worklife,CultureValues,RecommendFriend,BusinessOutlook,CEO,employerName,stockTicker,employerTypeCode,numberEmployees,annualRevenue,industry,sector,pros,cons,feedback
117394,11891,152165,FEMALE,1967.0,MBA,761,San Jose,2280,CA,1,0,,,,,,2008-11-17 08:14:16.097,1,,5.0,4.5,4.0,5.0,4.5,,YES,,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"My favorite thing about Netflix is being surrounded by a ridiculously talented group of people who are also fun to work with.  Management provides a clear compass about the priorities of the company, and that makes it easy for teams to prioritize their projects appropriately.  The next few years are going to be really interesting, with the company making the transition from a really good DVD by mail service to a great way to get movies by mail or over the internet.","Netflix has a very strong defined culture, and if you fit that culture, it's a fabulous place to work.  If the underlying philosophies don't mesh well with how you see the world, it can be a painful place to work.  If you're thinking about taking a job at Netflix, take time to investigate the culture fit.  I haven't seen anyone be successful here if the culture fit is off.",don't get cocky
117420,11891,152214,,,BACHELORS,508,Los Angeles,2280,CA,1,54501,Vice President,manager,1.0,branch manager,1.0,2008-11-17 09:21:02.853,1,,4.0,3.5,4.5,5.0,5.0,,YES,,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"You are surrounded by very bright people focused on creating a great product for our subscribers and a great environment for employees.  It's exciting to be on the cutting-edge of media and technology.  The company offers a lot of freedom, and the responsibility that comes with it.  Employees are treated like the adults they are.","If you like stability, this may not be the place for you.  We have a high performance culture and in addition may change directions suddenly (for the good of the whole business), impacting people and projects in which heavy investment may have been made. The company does not manage your career; you manage your career.  Depending on the department, there can be limited opportunities for advancement.",Reed and his team have built a great company and a wonderful environment in which to work.  Be careful not to apply general concepts across an increasingly diverse employee population.
117424,11891,152208,MALE,1979.0,MBA,508,Los Angeles,2280,CA,1,54464,Director of Content,content manager,1.0,marketing manager,1.0,2008-11-17 09:24:48.543,1,,5.0,4.5,4.5,5.0,5.0,,YES,,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"From the top down, my collegues at Netflix are the among the most talented individuals in their class of trade. There is not a set vacation policy other than ""take it when you need it"". Maybe the best reason of all is the communication. Management goes to great lengths to make sure that everyone in the organization has a full understanding of the opportunities and challenges facing the business, as well as the strategic vision that the company is executing against.","In an effort to keep the best person in every position, turnover is somewhat high.",Continue to find new ways to empower employees at all levels. The smallest vote of confidence from the top is will continue to be paid back in hard work and loyalty.
117431,11891,152229,MALE,1962.0,BACHELORS,761,San Jose,2280,CA,1,40922,Director of Automation,,0.021036470308899883,,0.021036470308899883,2008-11-17 09:52:07.873,1,,5.0,4.5,4.5,5.0,5.0,,YES,,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Great projects, high performance culture, incredible people to work with",Netflix is not for someone looking for job security...,"Consider marketing Netflix's value proposition in these poor economic times:  ""For less than the cost of two tickets to the movie theater, watch Netflix DVD's all month!"""
117466,11891,152250,MALE,1965.0,BACHELORS,761,San Jose,2280,CA,1,49642,Engineering Director,engineering manager,1.0,engineer,1.0,2008-11-17 10:35:50.267,1,,5.0,4.0,4.0,5.0,5.0,,YES,,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Smart, passionate, fun loving colleagues that  keep the mood light and and the pace fast.  Flat organizations rule.  Great facilities - clean, professional, uncluttered, with plenty of space and sunshine.  A place where 'forgiveness' is valued over 'permission'.  A place where 'take risks and recover quickly' is lived every day.  Customers are raving fans of our product.","If you have an ego, or want to climb the 'corporate ladder' this is not for you.","Too many VPs being brought in from the outside rather than promoted from the inside.  VPs are great, however they create work for everyone else - we're not hiring many folks below the VPs - so more VPs means conflicts for priorities within the groups that need to get the work done.  Slow down the hiring."
117469,11891,152267,MALE,1971.0,ASSOCIATES,761,San Jose,2280,CA,1,35386,Senior Web Engineer,web engineer,1.0,engineer,1.0,2008-11-17 10:10:08.313,1,,3.0,3.0,2.5,5.0,5.0,,,,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Netflix is a place where you are surrounded by some really great minds. I wouldn't even say that SOME of the people are good while others somehow seemed to 'slip' in. If you aren't one of the best in your line of work, I don't think you'll ever get in the door here. I've been here for a number of years and have had the privilege to work with some extremely bright people. As an employee (and part of a team), its good to know that whatever you are working on is going to be top notch because of who is working on it.

Netflix also encourages you to learn and explore new technologies and expand your own knowledge base. At past companies this was always a problem. If something didn't directly relate to what you were working on... well you had to make excuses and come up with reasons why you wanted to try something new. At Netflix, they not only encourage it but really urge you to try to broaden your own skill set.

Our paid time off policy is not to be beat... Netflix has none! No two weeks a year or so many days off for personal/sick leave GARBAGE. Instead, you just tell your manager that you wanted to take three weeks off next month and he says, okay have a good time. We'll see ya when you get back! How cool is that?

Its all about Movies for me. I used to think I was a bit if a movie buff. Yeah, that was until I worked here and met real movie buff's. Meetings are filled with references to movies. In one of the team meetings I go to every week, you can count the number of Ferris Bueller's day off lines.

$$$ Show me the money. Netflix really does pay well! I left my old job doing the EXACT same thing I do here.. the only difference is, I make X2 as much! 

I'd like to write more, but those reasons alone are pretty good.","When I first started, the head of HR said ""Netflix is a high performance environment."" Often, I feel like they have confused ""high pressure"" with ""high performance"", and believe me, there is a difference. Sometimes I feel like they overly eggagerate the importance of SOME features. I mean, no one is going to die on the table here guys.. its just a movie rental company.

Our medical/health benefits are mediocre at best and HR doesn't seem to care that the majority of employees are totally dissatisfied with the offerings. After constant employee complaints on how high our benefit prices are, HR comes back with even higher prices this year while having even less coverage. I'm not buying the line they fed us either ""benefits are more expensive everywhere across the country."" Whatever.. if I gave that as an excuse why I didn't get a project completed on time, I'd be ""talked to"".

Every year, we have this total JOKE of a per review process (360 reviews). You HAVE to rate your peers and get ratings back from the people you asked to rate you. From my experience, its totally pointless and a huge waste of time / energy across the company. If we spent even a quarter of the time and money it takes to run, manage, and maintain this 360 review process, we'd have double the amount of movies in our Watch Instantly offering.

Don't come here thinking you'll rise through the ranks! That just doesn't happen here. Yes, there are a few people who have started out as individual contributors and risen to the higher ranks but for the most part, I've watched very talented people leave Netflix to get management positions else where and Netflix doesn't really care. When you accept a job here, it will most likely be in the same position for the rest of your time at Netflix.

There is also a very big brother feel here.. Netflix HR is watching you. But maybe that's just me! People seem to 'disappear' sometimes!",None really. I have been very impressed with what direction the company is going. Decisions that I thought were misguided have really turned out well. My only real gripe with Netflix is Benefits and HR!
117591,11891,152421,MALE,1976.0,MBA,761,San Jose,2280,CA,1,40730,Director,manager,1.0,branch manager,1.0,2008-11-17 14:28:44.193,1,,4.0,3.0,4.0,4.0,5.0,,YES,,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Fast paced, dynamic industry, good compensation, interesting work.  Netflix hires talented people and gives them real responsibility.  This leads to high performers and the company philosophy is to let under performers go and to replace them with top talent.  I have found the work challenging and in a short period of time have been given more responsibility.  Netflix is a leader in innovation and willing to take risks",Promotions difficult to come by.  At times the high performance culture can make the company seem like a revolving door and there are some job security questions but in general this leads to higher overall performance.,Continue to be flexible and quick - it is our competitive advantage.
117644,11891,152478,PREFER_NOT_TO_STATE,,MASTERS,761,San Jose,2280,CA,1,40730,Director,manager,1.0,branch manager,1.0,2008-11-17 15:59:28.003,1,,5.0,4.0,4.5,4.5,5.0,,YES,,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,Company run by capable founder/CEO with clear and executable vision for transforming the entertainment content market. Progressive company culture.,"It doesn't have the fancy cafeterias, gym facilities and holiday parties of some bigger companies. So if that's important to you, look elsewhere :-).",None at this time.
117654,11891,152491,FEMALE,1975.0,BACHELORS,761,San Jose,2280,CA,1,40730,Director,manager,1.0,branch manager,1.0,2008-11-17 16:15:18.757,1,,5.0,4.5,4.0,5.0,5.0,,YES,,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"When discussing ideas, every person in the room is usually more intelligent than me, which is challenging and invigorating, and creates great results. Netflix is willing to move quickly and make calculated risks in pushing the business forward. That makes it an exciting and satisfying place to work.

Whether you're in the office or away is rarely noticed or even considered at Netflix. All the matters is the quality and consistency of your work, which gives employees great freedom and allows them to enhance the balance in their lives. At the same time, expectations are tremendous, but that's what makes the company great. For the employees who look for this is in an employer, Netflix delivers.","Everything is always changing at Netflix, whether it's ideas, or approaches, or personnel, and that can be challenging on a day to day basis.

Benefits are challenging for employees with families, and I wish we that was not a consideration for employees with families.","Continue to listen to the employees, and keep an open mind to all new ideas."
117678,11891,152516,FEMALE,1969.0,BACHELORS,508,Los Angeles,2280,CA,1,49428,Don't Know Yet,,0.0,,0.0,2008-11-17 16:59:31.17,1,,5.0,5.0,4.5,5.0,5.0,,YES,,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Netflix is a household name and is loved by its customers. From a professional standpoint, it is a company that encourages high performance, autonomy and effectiveness. Every employee at Netflix puts the company before himself/herself and is encouraged to voice his or her opinion. Our CEO, Reed Hastings, happens to be one of the most brilliant and innovative leaders of the industry and he always has an open door policy to his employees.","It is extremely focused on the culture of its people. This is not exactly a downside but to certain individuals who are used to a structured corporate environment, this may not be the right place for them.",Continue to disseminate information to your subordinates and always try to deliver positive reinforcement.
118253,11891,153000,MALE,1972.0,BACHELORS,761,San Jose,2280,CA,1,49642,Engineering Director,engineering manager,1.0,engineer,1.0,2008-11-18 09:58:40.383,1,,5.0,4.5,4.0,5.0,5.0,,YES,,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"- Working with incredibly talented people that are passionate about their work
- A transparent leadership culture that is not afraid to address any missteps quickly and openly
- A metrics-driven, ""consumer science"" culture that values testable hypotheses and numbers over egos and cronies
- Encourages ""mavericks"" and the right to challenge anything and anyone respectfully
- Treats employees as ""fully formed adults"" and provides all of the ""freedom and responsibility"" that comes with that.","- You are expected to be a pro at what you do.  Mediocre performance is not tolerated
- You are expected to manage your own career, which may be hard for some- particularly those new to their careers",Keep being bold.  It's inspiring.
118732,11891,141769,,,,0,,0,,1,42478,,other,1.0,other,1.0,2008-11-18 18:58:16.97,1,,5.0,4.0,5.0,5.0,5.0,,YES,,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"This is a culture that promotes freedom and responsibility coupled with extremely talented people resulting in an environment in which I am proud to work.  We celebrate success and don't dwell on failures, but rather act on them and overcome.  We continue to find new and innovative solutions to provide our customers with the best viewing experience possible.","If you're not able to adapt to change quickly, this is not the place for you.  Being fluid, flexible and dynamic is a must.  If you seek rigor, structure and formality, you won't find that here.","Keep the top-down communication flowing.  It's great to work in an environment where communication is so open, honest and constructive.  Continue to push the envelope so our creative minds can continue to grow and flourish."
130155,11891,165495,MALE,1961.0,BACHELORS,761,San Jose,2280,CA,1,49673,Engineering Manager,engineering manager,1.0,engineer,1.0,2008-12-09 09:49:10.31,1,,4.0,4.0,4.0,5.0,4.0,,YES,,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Teamwork is highly valued in the Netflix culture, with team members even contributing to peer employee reviews.   Netflix is performance and goal oriented.  Everything you do at Netflix is important to the business.   My team and the teams around me are very bright and are always thinking around how technology can grow the business.  Netflix management embraces change where they see opportunities to grow the business.","Netflix is not a startup and not a big company.  If you are looking for either of those then this would not be the place for you.  Change is a given at Netflix, nothing stands still.",Stay the course.
132505,11891,168028,MALE,,BACHELORS,761,San Jose,2280,CA,1,17959,Senior Software Engineer,software engineer,1.0,software engineer,1.0,2008-12-13 10:37:01.47,0,2008.0,2.0,2.0,4.5,3.5,3.5,,NO,,No Opinion,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,Netflix's top management has a simple and well thought out strategic vision which they communicate well to employees. The company is consistently profitable and salaries tend to be substantially above the market rates.,"Netflix pays well to get the best person for the job. The downsides of this are that often people are overqualified for what they are doing, which can lead to a lack of challenge for them.  Worse, Netflix quickly and unceremoniously fires anyone whose skills no longer match the available work, or even whose manager doesn't especially like them. Retraining people for different jobs just doesn't occur. 

If the immediate work fits your professional goals, Netflix can be a good place to work, but don't plan on a long career there.",Your former start-up has become a somewhat disfunctional large organization. It would behoove you to attend to your middle-management structures.
141738,11891,177710,FEMALE,1982.0,BACHELORS,508,Los Angeles,2280,CA,1,45138,Coordinator,coordinator,1.0,program coordinator,1.0,2008-12-30 15:42:42.207,0,2008.0,3.0,1.0,4.0,1.0,2.0,,YES,,No Opinion,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Benefits - good pay, stock purchase program, ""unlimited"" vacation days, free movies.  Talent.  The company is re-defining an industry by doing something that hasn't been done before.","No opportunity for advancement; no promotion from within.  Upper management is lacking leadership skills.  A great performance has no effect on job security.  Difficult to maintain work/life balance because of the high-pressure, ""high performance"" culture.  Job titles are deflated, which means that when you leave the company and go back into the job market, you will have a hard time finding another job that will pay you as much for the same title.","Value all of your employees, including those at the bottom of the hierarchy.  Reward loyalty and performance with regard to the way in which the individual wants to be rewarded."
142025,11891,178033,PREFER_NOT_TO_STATE,,BACHELORS,508,Los Angeles,2280,CA,1,63697,Manager,manager,1.0,branch manager,1.0,2008-12-30 20:33:46.487,0,2008.0,2.0,1.0,3.5,2.0,4.0,,NO,,Disapprove,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Liberal time off policy...oh wait, you're so overworked, you don't have time to take advantage of it.  Casual dress code.","Horrible communication from upper management, and they are fully aware of this.  Lack of growth potential.  In fact, many employees are told during the interview process that they are expected to leave within a few years as there is no where for them to go.  Understaffed and overworked, but this is excused by being referred to as a part of the 'internet culture'.","Pay attention to people's work performance and reward those that excel at their jobs with both salary and title compensation, not those that play politics the best.  Communicate with your employees and do not operate under a culture of fear."
143344,11891,179212,MALE,1957.0,MBA,761,San Jose,2280,CA,1,54501,Vice President,manager,1.0,branch manager,1.0,2009-01-01 21:19:59.123,1,,5.0,4.5,5.0,4.5,5.0,,YES,,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Netflix is populated by really smart people working on hard problems.  The company is on innovation time all the time.  It's a very open culture with no questions asked if you work from home or take days off.  People love Netflix and that makes it cool to work here.  The company is adding subscribers and growing financially, which you gotta love in this economy.  Employees get a free eight-out plan and get $1,000 towards travel expenses to the Sundance or LA Film Festival.  You structure your salary as you want, dedicating a percentage or none at all to stock options.  You get all your salary up front so there's no bonuses or incentive payments during the year.","You don't get a lot of compliments on a job well done because everyone is supposed to work at A+ level.  The salary review is not tied to the performance review.  Performance review allows anyone in the company to evaluate anyone and many people do it anonymously, which can be vindictive.  The stock rises and falls like a yo-yo.  Everyone is supposed to work in cubes but some people have had offices built for themselves or taken over a conference room for an office.  There is two distinctive cultures at Netflix.  One's in Los Gatos and the other's in LA.  The only time people come together is at quarterly directors meetings.","Keep up the quarterly meetings and company meetings but open up more at company meetings.  More presenters instead of just Reed, the CFO and PR VP."
148420,11891,184100,MALE,1972.0,BACHELORS,508,Los Angeles,2280,CA,1,63697,Manager,manager,1.0,branch manager,1.0,2009-01-06 18:07:05.66,0,2007.0,2.0,1.0,4.0,2.0,2.0,,,,No Opinion,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"You get to work on cool products, and your salary is relatively high for your job title. Also, most people that you work with are relatively competent and smart.","No growth potential - they don't have a track and they don't put resources into grooming their employees. Get the experience you need for a few years and move on to grow your career. Also, the culture of the Beverly Hills office is different than in Los Gatos.  This is largely due to management and the fact that the prevailing hiring and HR philosophies are not executed quite as they should be.  Although management is generally on the mark in letting people go, there have been a few notable decisions that have not quite made sense.  The review process leaves much to be desired, as it still does not accomplish the desired goal of identifying the ""rock stars"" and separating them from the less-productive.  Also, it is very common for employees to be expected to carry the workload of several people, and action is usually only taken when something big ends up falling through the cracks.","Listen to your employees more, and be more in touch with personnel issues.  What works for one group of employees doesn't necessarily work as well for another."
149987,11891,185528,,,,508,Los Angeles,2280,CA,1,0,,,,,,2009-01-07 23:39:47.437,0,2008.0,3.0,2.0,4.0,3.0,1.0,,,,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"If you love movies, this is a great place to be.  Benefits and salary are very competitive.  Lots of perks like free DVDS, snacks, drinks, etc.  People are fun and creative.","Depending on what area you work in, your experience can be vastly different.  You will watch your cubicle neighbor leave early to go to a movie, while you're late to pick up your kid from daycare because your manager thinks a 2-hour meeting should be scheduled for 5 p.m. and include the entire department, whether it's relevant to you or not.  It's also really a sink or swim atmosphere - you even have to figure out how to find your own office supplies when you start.",Ask exiting employees why they're leaving!
152082,11891,187570,MALE,1958.0,BACHELORS,761,San Jose,2280,CA,1,17959,Senior Software Engineer,software engineer,1.0,software engineer,1.0,2009-01-10 18:11:47.447,0,2008.0,5.0,4.0,4.5,5.0,4.5,,YES,,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,Very bright people.  Very high level of trust and mutual respect.,Dissent and complaint are discouraged.  It's the flip side of valuing harmonious teamwork.,Cultivate longer term projects on the software side.  The rapid release cycle is very distracting.
154200,11891,189732,MALE,,,761,San Jose,2280,CA,1,0,,,,,,2009-01-13 22:22:07.097,0,2008.0,4.0,5.0,5.0,4.0,5.0,,YES,,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"The culture lets you work on things without someone breathing down your neck.
THe perks are fantastic, and the people that are hired tend to be good people fits before good techncal fits.
It is not just a good place to pass the time - people ask and care how your weekend was.
The culture is a good mix of 30-something humor.
Expertise is valued.
The digs are classy.","You can tend to get isolated in your own little world.
Decision making and prioritizing is taken away from the engineers.
A high value is placed on harmony and working well with other people.",Keep setting the proiorities and the goals for the company.
